,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
175,Cleaver,KR ,10,40%,3,3.3,2.8,5,8.4,387,66.7%,24,503,0.98,0.23,0.21,0.18,-253,-7,-219,10%,10%,0,1
176,Click,IT ,2,100%,2.6,1.5,4.5,10,0.8,259,52.6%,13.9,482,2.65,1.25,0.22,0.25,320,4,132,50%,50%,0,-
177,Clid,KR ,10,40%,1.6,0.8,3.3,4.4,5,301,69%,12.3,279,1.98,0.56,0.47,0.39,-188,-5,-142,10%,20%,0,-
178,Closer,TR ,2,50%,3.4,2,2.5,6.5,5.5,321,71.2%,12.8,321,1.43,0.28,0.23,0.27,148,8,519,0%,0%,0,-
179,Clozer,KR ,11,54.5%,2.1,2.5,2.7,3.2,9.2,396,71.9%,25.4,477,0.91,0.36,0.19,0.18,163,9,437,18.2%,9.1%,0,5
180,Coldraa,TR ,4,75%,19.5,3,0.5,6.8,9.3,432,70%,26.2,550,1.42,0.39,0.45,0.14,463,8,204,75%,0%,0,-
181,Color,PL ,5,80%,2.1,2,3.2,4.8,7.6,411,37.3%,26.2,598,1,0.4,0.21,0.11,231,4,-143,40%,0%,0,1
182,Comeback,RO ,2,100%,12,4,1,8,8.3,418,72.8%,37.3,795,0.79,0.48,0.1,0.16,114,4,-305,0%,0%,0,1
183,Comp,GR ,5,40%,4.5,2.6,1.6,4.6,10.7,449,61.3%,27.2,593,1.23,0.41,0.39,0.13,42,8,179,40%,20%,0,-
184,Concept,US ,7,42.9%,1.1,1.4,5.7,4.6,6.4,325,41.1%,16.5,342,0.79,0.39,0.13,0.19,-1220,-12,-960,0%,42.9%,0,2
185,Conse,AT ,2,0%,4.3,1.5,1.5,5,7.9,349,43.1%,16,379,1,0.43,0.13,0.09,-480,-11,-518,0%,0%,0,-
186,Contractz,US ,2,100%,6.3,2,1.5,7.5,4.8,317,90.9%,16.4,298,1.19,0.32,0.29,0.28,62,-6,22,50%,0%,0,-
187,Copy,CA ,6,83.3%,6,5,1.5,4,9,452,60.6%,26.6,633,1.11,0.31,0.13,0.07,779,10,177,33.3%,0%,0,3
188,CoreJJ,KR ,2,0%,3.8,1,2.5,8.5,0.6,224,80.8%,7.3,178,2.62,1.27,0.42,0.23,-1,-2,-68,50%,0%,0,-
189,Courage,KR ,10,40%,3.5,1.8,2.4,6.7,5,328,74.1%,15.4,323,1.59,0.38,0.37,0.3,187,-9,-32,30%,10%,0,-
190,Creme,CN ,2,0%,1.7,1.5,3,3.5,9.4,387,73.5%,24.7,463,-,-,-,-,-,-,-,-,-,-,-
191,Creon,IT ,2,0%,2,2.5,3,3.5,8.9,369,55.7%,23.2,453,0.67,0.28,0.21,0.07,-209,4,24,50%,0%,0,-
192,Crisp,CN ,3,66.7%,6.3,1,1.3,7.3,0.4,253,68.6%,10.5,217,-,-,-,-,-,-,-,-,-,-,-
193,Croc,KR ,4,50%,2.4,2.5,4,7,5,326,74.5%,12.6,285,1.82,0.33,0.5,0.3,264,-2,60,50%,0%,0,1
194,Croco,KR ,9,33.3%,1.4,0.9,3.8,4.6,4.7,288,60.1%,16.3,366,1.54,0.26,0.39,0.23,-498,1,-190,22.2%,11.1%,0,-
195,Croniik,ES ,2,100%,9.5,2,1,7.5,5.8,368,57.2%,11,238,1.19,0.3,0.24,0.37,504,12,178,0%,0%,0,-
196,Crownie,SI ,5,60%,12,4.6,1,7.4,9.5,446,73.8%,27.5,612,1.53,0.42,0.41,0.12,143,1,234,40%,0%,0,1
197,Cube,CN ,3,66.7%,3.6,3.3,1.7,2.7,8.8,418,42.9%,25.2,576,-,-,-,-,-,-,-,-,-,-,-
198,Cuzz,KR ,11,54.5%,4.1,1.3,1.7,5.8,5.6,324,71.7%,14.9,278,2.27,0.41,0.64,0.29,55,6,226,27.3%,9.1%,0,1
199,Cybonox,NL ,2,0%,1.2,3,5,3,4.5,311,56.2%,15.7,371,0.69,0.26,0.13,0.2,-1164,-14,-355,0%,50%,0,2
200,Czajek,PL ,4,75%,4.9,3.3,2.8,10.3,8.7,400,71.1%,30.5,726,0.95,0.31,0.23,0.18,-18,-4,-270,0%,0%,0,1
201,Czekolad,PL ,4,25%,2.8,2.3,2.8,5.5,8.8,385,75.8%,21.7,423,0.94,0.41,0.18,0.19,45,-4,-239,0%,0%,0,-
202,D4nKa,DE ,5,80%,2.9,1.2,3.8,10,4.4,295,65.4%,11.9,338,1.37,0.24,0.34,0.17,-343,-2,-207,0%,0%,0,-
203,DANKI,MK ,2,0%,0.8,0,2.5,2,6.6,291,28.2%,14,227,0.75,0.32,0.13,0.13,-1216,-6,-69,0%,50%,0,-
204,DDahyuk,KR ,9,22.2%,2.5,2.1,3.3,6.1,7.5,361,63%,21.1,496,0.96,0.28,0.2,0.16,-395,-14,11,11.1%,0%,0,2
205,DDoiV,KR ,6,0%,1.3,1.2,3.7,3.5,4.5,289,68.3%,14.6,241,1.5,0.5,0.33,0.38,-836,-25,-968,33.3%,0%,0,1
206,DONGGY,AU ,2,100%,-,5.5,0,4.5,8.4,438,83.3%,22.1,464,1.19,0.34,0.19,0.19,890,-6,-308,50%,0%,0,-
207,DUMBAO,PT ,2,50%,3.8,5,2.5,4.5,8,417,57.8%,30.2,591,0.71,0.28,0.15,0.04,1050,26,1324,0%,0%,0,7
208,DVLK,CZ ,1,100%,12,4,1,8,8.8,434,66.7%,24.8,444,0.83,0.28,0.03,0.07,827,3,503,0%,0%,0,-
209,DaJeung,KR ,1,0%,0.7,1,3,1,9.2,338,100%,30.9,383,0.33,0.2,0,0.08,-120,-16,-498,0%,0%,0,-
210,Daglas,PL ,4,75%,4.4,3.8,3.3,10.5,6.8,391,74.3%,18.5,459,1.46,0.19,0.29,0.18,961,13,682,50%,25%,0,-
211,DahVys,ES ,4,75%,7.3,2.5,1.5,8.5,5.6,344,71.7%,15.4,375,1.4,0.28,0.3,0.26,89,10,-116,25%,0%,0,-
212,Dajor,DE ,5,0%,0.8,1,5,3,7.4,328,45.8%,24.7,485,1.04,0.46,0.15,0.16,-1045,-11,-534,40%,0%,0,-
213,Dal,KR ,10,80%,4.3,2.7,1.6,4.2,7.9,385,54.1%,21,499,1.01,0.34,0.19,0.19,-217,-6,-44,10%,10%,0,3
214,Damage,BR ,4,25%,2.7,0.3,3,7.8,0.5,217,78.5%,10.7,211,2.33,1.38,0.24,0.43,-170,2,300,0%,25%,0,-
215,Damkex,PL ,5,0%,0.7,1,4,1.6,9,366,58.3%,25.3,397,0.99,0.37,0.27,0.13,-474,8,164,20%,20%,0,-
216,Danteh,NZ ,2,0%,0.5,2,5,0.5,8.4,361,62.5%,26.3,392,0.7,0.25,0.18,0,-514,-10,-464,100%,0%,0,-
217,Dany,CZ ,1,100%,5.5,2,2,9,8.9,412,61.1%,22.6,404,1.32,0.24,0.42,0.07,232,1,777,100%,0%,0,-
218,DarkWings,US ,6,33.3%,2.2,3.2,3.7,4.8,8.4,382,55.6%,26.6,635,1.16,0.35,0.26,0.12,363,3,110,16.7%,16.7%,0,-
219,Daystar,KR ,2,0%,0.9,3,5,1.5,8.5,408,38.3%,25.1,550,0.72,0.15,0.17,0.1,-392,-6,-418,0%,0%,0,1
220,Deadly,GB ,5,60%,4.7,2.4,1.8,6,10.6,447,56.4%,27.1,587,1.52,0.45,0.33,0.16,306,13,853,20%,20%,0,1
221,Decay,FR ,5,20%,2.7,3,2.4,3.4,10,423,71.4%,24.7,513,1.19,0.45,0.23,0.19,-135,1,191,20%,20%,0,1
222,Decoy,NZ ,2,100%,32,1,0.5,15,0.4,276,93.6%,11.2,236,2.29,1.07,0.26,0.29,2,-7,226,100%,0%,0,-
223,Deft,KR ,9,77.8%,7.7,6.8,1.4,4.3,10.4,498,81.1%,32,690,1.59,0.5,0.45,0.17,866,10,340,55.6%,0%,0,-
224,Dehaste,HR ,2,100%,10.3,8,1.5,7.5,10.2,524,67.6%,26.7,788,1.43,0.41,0.2,0.15,1126,27,424,0%,0%,0,1
225,Deimos,FR ,6,50%,2.2,0.3,2.2,4.5,7.6,334,42.4%,20,373,0.82,0.4,0.11,0.14,-182,5,294,16.7%,16.7%,0,-
226,Delight,KR ,9,66.7%,8.1,1.2,1.4,10.4,0.7,258,77.2%,9.2,235,3.17,1.56,0.41,0.38,104,-2,-161,55.6%,0%,0,-
227,DenVoksne,DK ,2,50%,4.8,2.5,2,7,11.4,459,88.1%,37.2,710,1.35,0.38,0.36,0.09,558,16,504,50%,0%,0,-
228,Densi,DE ,4,25%,1.9,1.5,4.3,6.8,5,315,74.3%,14.5,259,1.57,0.34,0.33,0.33,-651,-10,-55,0%,25%,0,-
229,Denyk,CZ ,1,100%,15,0,1,15,0.7,234,83.3%,3.6,89,2.77,1.5,0.36,0.54,21,-16,-61,100%,0%,0,-
230,Destiny,AU ,5,60%,7.7,1.2,2,14.2,0.4,257,80%,9.4,251,2.64,1.5,0.22,0.34,242,-7,242,80%,0%,0,-
231,Dhokla,US ,2,100%,1.9,3,4,4.5,8.5,450,71.4%,23.7,424,1.17,0.48,0.19,0.2,360,-7,-302,50%,0%,0,-
232,Diable,KR ,9,22.2%,3.9,5.2,2.9,6,9.3,441,81.9%,31.5,727,1.7,0.49,0.51,0.15,-259,-4,-156,44.4%,11.1%,0,-
233,Diamond,CA ,6,66.7%,3.1,0.7,2.8,8.2,0.6,246,59.7%,8.8,238,2.41,1.22,0.24,0.27,406,-1,170,33.3%,0%,0,-
234,Dice,KR ,3,33.3%,4,5,2.3,4.3,9,465,68.3%,34.7,769,1.62,0.46,0.4,0.23,1267,19,612,0%,0%,0,2
235,Dicey,JP ,2,100%,38,1,0.5,18,0.1,251,91.7%,12.8,349,2.59,1.65,0.11,0.4,314,-6,466,0%,0%,0,-
236,Did,PT ,2,0%,1.6,2,2.5,2,8,369,36.4%,26.7,556,0.98,0.34,0.2,0.14,-1561,-24,-536,0%,0%,0,-
237,Dioge,BR ,2,100%,14.5,3.5,1,11,8,404,72.6%,26.3,733,1.29,0.46,0.11,0.19,66,-4,30,50%,0%,0,-
238,Diplex,DE ,2,100%,7.3,5.5,2,9,8,413,59.2%,24.8,785,0.9,0.39,0.09,0.26,207,-8,474,0%,0%,0,1
239,Disamis,BR ,4,25%,3.4,4.3,2.5,4.3,5.3,345,61.6%,14.3,324,1.58,0.29,0.36,0.26,5,2,-112,25%,0%,0,-
240,Diva,HR ,1,100%,4,5,3,7,9.1,453,60%,24.4,712,1.19,0.45,0.26,0.15,1589,8,399,100%,0%,0,-
241,DizL,AT ,4,0%,1.4,1.8,3.3,2.8,9.4,381,62.7%,26.7,517,1.15,0.28,0.41,0.07,-1025,-9,-470,25%,50%,0,1
242,Djoko,FR ,4,0%,1.2,0.8,4.8,4.8,4.6,276,65.3%,14.5,248,1.45,0.3,0.31,0.23,-436,-9,-522,50%,50%,0,-
243,DnDn,KR ,10,30%,2.8,1.7,2.1,4.2,8.6,373,49.9%,22.5,455,0.96,0.42,0.14,0.26,-396,-5,-158,20%,10%,0,4
244,Doggo,TW ,2,0%,0.5,0.5,3,1,9.1,369,32.5%,31.7,559,-,-,-,-,-,-,-,-,-,-,-
245,Don Arts,DE ,4,0%,1.1,1,4.3,3.8,4.7,280,58.8%,12.1,231,1.6,0.28,0.43,0.24,-909,-10,-565,25%,0%,0,-
246,Doran,KR ,9,66.7%,2.6,2.4,3.1,5.7,8.3,407,56.5%,20.3,485,1.08,0.35,0.22,0.22,485,9,152,33.3%,22.2%,0,3
247,Doss,DK ,5,60%,7,1.2,1.6,10,0.4,238,74.9%,11.1,246,2.49,1.67,0.17,0.41,208,-4,433,20%,0%,0,-
248,DoubleAiM,RS ,3,33.3%,2,2.7,3.3,4,6.4,338,70.8%,21,363,1.53,0.3,0.38,0.29,-803,-5,-170,33.3%,33.3%,0,1
249,Doublelift,US ,2,50%,3.6,3.5,2.5,5.5,9.1,445,71.7%,27.4,709,1.58,0.41,0.41,0.16,1044,16,250,50%,0%,0,-
250,Dove,KR ,2,100%,20,4,0.5,6,8.4,414,49.2%,18.2,415,-,-,-,-,-,-,-,-,-,-,-
251,Doxa,CA ,7,42.9%,3.4,4.6,2.1,2.7,8.5,392,51.7%,23.3,499,0.66,0.23,0.12,0.09,-30,-3,-347,0%,14.3%,0,1
252,Doxy,DK ,5,40%,2.7,2.6,2.4,3.8,8.2,388,48.1%,22.8,477,1.14,0.44,0.2,0.15,246,0,-11,20%,20%,0,2
253,Drakehero,BR ,2,50%,2.8,6,4,5,4.9,352,68.1%,12.9,330,0.88,0.29,0.19,0.29,265,8,364,50%,0%,0,1
254,Dream,CN ,2,100%,19,3.5,0.5,6,9.6,424,52.6%,15.8,349,-,-,-,-,-,-,-,-,-,-,-
255,Dream Maker,IT ,2,50%,3.3,2.5,2,4,8.1,374,60.7%,24.6,539,1.08,0.38,0.03,0.13,-236,-9,84,50%,0%,0,-
256,Dreampull,RU ,2,0%,1.8,4.5,5,4.5,8.1,409,45.6%,24,755,0.82,0.34,0.08,0.09,312,-3,228,0%,0%,0,4
257,Dreedy,CZ ,5,0%,1.2,2.4,4.2,2.6,8.2,388,37.7%,22,461,1.08,0.44,0.17,0.13,-650,-6,-550,0%,20%,0,1
258,DuDu,KR ,9,11.1%,1.5,1.8,2.3,1.8,8.8,377,56.4%,20.4,435,0.98,0.28,0.18,0.13,-180,0,-113,0%,22.2%,0,1
259,DuaLL,ES ,4,25%,3,1.8,3,7.3,1,240,76.4%,12.6,299,3.01,1.54,0.45,0.3,145,-5,714,50%,0%,0,-
260,Duck,FR ,6,50%,4.3,3.8,2.3,6.2,7.1,371,58.8%,28.8,568,0.9,0.32,0.21,0.11,-228,-15,-464,33.3%,16.7%,0,1
261,DudsTheBoy,BR ,4,50%,3.5,5.5,4,8.5,9.7,459,71%,29.6,867,1.38,0.43,0.44,0.19,23,-3,-281,0%,25%,0,-
262,Duimelot,NL ,2,50%,4,0.5,2.5,9.5,0.5,235,74.7%,9.3,212,2.18,1.18,0.2,0.27,320,-0,51,0%,0%,0,-
263,Duoking1,CA ,6,66.7%,3.2,0.8,3.8,11.3,1.2,253,60.3%,9.1,239,2.12,1.3,0.16,0.17,-41,10,139,33.3%,0%,0,-
264,Duro,KR ,10,70%,7.1,1.1,1.5,9.5,0.9,262,66.6%,10.7,228,3.64,1.81,0.52,0.46,204,0,34,20%,10%,0,1
265,Dyablo,IT ,2,0%,0.9,2.5,5,2,6.5,300,51.4%,19.8,395,0.61,0.32,0.13,0.2,-628,-6,23,50%,0%,0,1
266,EMENES,KR ,6,83.3%,4.9,6.5,2.2,4.2,9.2,475,62.3%,34.1,863,1.24,0.45,0.29,0.16,1115,20,558,33.3%,0%,0,16
267,Eckas,LT ,4,75%,4.7,3.8,2.8,9.3,7,397,82.3%,16.8,395,2.51,0.77,0.62,0.22,526,10,672,50%,25%,0,-
268,Ecstassy,RO ,3,66.7%,12,8,1,4,9.5,492,61.6%,22.9,564,1.19,0.38,0.39,0.15,1769,13,222,66.7%,0%,0,-
269,Effort,KR ,10,50%,4.4,0.3,1.7,7.2,0.9,235,72%,5.8,121,3.32,1.7,0.48,0.54,37,8,-47,40%,20%,0,-
270,Efias,UA ,5,60%,3.3,2,2.4,6,0.7,243,61.5%,17.4,355,2.79,1.4,0.35,0.34,311,-1,-343,20%,0%,0,1
271,Eika,FR ,4,25%,2,1.8,2.5,3.3,9.1,376,48.8%,30.3,470,1.08,0.49,0.15,0.15,-84,-2,-12,0%,0%,0,1
272,Ejsner,PL ,2,0%,1,2,3.5,1.5,8.4,351,100%,31,450,1.31,0.47,0.24,0.2,-1011,-8,-540,0%,50%,0,-
273,Elk,CN ,6,50%,3.6,5.2,2.8,5.2,9.2,460,69.1%,32.5,753,-,-,-,-,-,-,-,-,-,-,-
274,Ellam,SE ,2,100%,3.5,7.5,5,10,7.7,483,77.8%,34.7,1026,1.44,0.35,0.27,0.08,652,12,190,50%,50%,0,-
275,Elramir,TR ,2,100%,6.5,3.5,2,9.5,5.2,342,67.1%,15.2,363,1.96,0.56,0.65,0.55,-205,-2,176,50%,50%,0,-
276,Elyoya,ES ,5,80%,7.1,1.8,1.4,8.2,5.9,358,75.7%,12,292,1.77,0.44,0.44,0.29,267,3,103,20%,0%,0,-
277,Empyros,GR ,2,100%,1.8,3,5.5,7,8.9,409,51.1%,17.1,421,1.16,0.29,0.3,0.15,28,4,-2,0%,0%,0,1
278,Endz,EE ,2,0%,4.5,6.5,3,7,8.4,457,68.3%,22.1,700,1.31,0.3,0.39,0.08,-368,-8,-598,50%,0%,0,1
279,Entrust,TW ,1,0%,0,0,1,0,0.8,198,0%,8.8,108,2.78,1.27,0.37,0.37,-557,8,-47,0%,0%,0,-
280,Enty,JP ,2,100%,-,0,0,14,0.2,270,87%,14.1,341,2.23,1.33,0.03,0.3,356,0,774,50%,0%,0,-
281,Envy,BR ,4,50%,3.3,4,2.5,4.3,8.2,400,56.7%,31.2,658,1.47,0.36,0.39,0.21,-232,-0,-29,0%,0%,0,1
282,Envy Carry,DE ,3,66.7%,3.6,2.7,2.7,7,8.7,416,73.2%,29.2,622,0.93,0.3,0.12,0.08,438,2,471,0%,33.3%,0,1
283,Envyy,KR ,11,54.5%,2.9,2.5,2.3,4.1,9.1,403,75.1%,28,533,1.08,0.46,0.29,0.18,-418,-4,4,18.2%,9.1%,0,-
284,Eradan,BR ,2,0%,0,0,2.5,0,7.3,302,0%,14.4,226,0.93,0.47,0.09,0.16,-419,-24,-246,0%,0%,0,-
285,Erdote,PL ,4,50%,4,0.3,2.5,9.8,0.8,232,92.2%,10.2,223,3.14,1.72,0.36,0.46,-545,3,-435,50%,50%,0,-
286,Erol,DK ,2,100%,5.5,2.5,1,3,9,411,38.1%,22.7,534,0.77,0.29,0.19,0.1,704,20,672,0%,0%,0,-
287,Escik,PL ,4,25%,3.3,4.8,2.3,2.8,8,381,65.3%,32.6,633,1.25,0.3,0.25,0.12,-304,-4,-166,0%,0%,0,2
288,Esko,CZ ,1,0%,0.7,0,3,2,9,353,50%,22.9,385,0.83,0.42,0.14,0.17,-232,-1,-777,0%,0%,0,-
289,Eugeo,JP ,3,66.7%,1.9,2.3,2.7,2.7,8.8,404,50.7%,23.1,432,0.99,0.49,0.12,0.27,-1267,-19,-612,33.3%,0%,0,1
290,Evaan,FR ,4,50%,2.8,1.8,2.8,6,8.5,371,74.8%,23.7,468,1.22,0.44,0.21,0.17,30,0,-30,25%,25%,0,-
291,Evi,JP ,5,40%,2.1,4,4.4,5.2,6.9,367,59%,21.5,536,0.85,0.27,0.2,0.11,230,4,14,20%,0%,0,5
292,Exakick,FR ,5,60%,3.4,3.6,2.6,5.2,10.3,449,61%,27.1,633,1.46,0.53,0.35,0.24,703,17,427,0%,0%,0,-
293,Eyhro,FR ,2,100%,11,3,1,8,8.3,438,58.8%,29.7,668,1.01,0.38,0.16,0.12,751,16,783,0%,0%,0,1
294,Eyliph,FR ,2,100%,3.2,3.5,3,6,8.6,440,57.4%,19.7,549,1.28,0.43,0.17,0.13,1567,17,452,50%,0%,0,-
295,F4rg,PT ,2,100%,4.3,4.5,3,8.5,8.2,458,50.3%,22.9,693,0.87,0.37,0.05,0.13,1966,30,1141,0%,0%,0,2
296,FATE,KR ,9,33.3%,1.5,2.6,3,2,8.4,361,50.5%,26.7,602,0.89,0.35,0.16,0.2,-234,-9,-101,11.1%,0%,0,4
297,FBI,AU ,2,50%,23,5.5,0.5,6,9,437,76.4%,29.5,704,1.08,0.52,0.11,0.24,1135,19,1144,100%,0%,0,-
298,FENZ1,BG ,5,60%,2.6,4.6,3.4,4.4,8.5,405,64.5%,25.8,599,1.37,0.45,0.13,0.12,-46,1,-143,20%,20%,0,2
299,FGG,GB ,1,100%,11,1,1,10,1.2,250,61.1%,5.9,106,2.4,1.22,0.24,0.31,834,22,-13,100%,0%,0,-
300,FIESTA,KR ,10,30%,3,2.9,2.3,4.1,9.3,400,60.1%,26.5,543,1.32,0.43,0.24,0.27,95,4,42,20%,10%,0,5
301,FROSTSTRIKE,CL ,2,0%,2,3,2,1,5.2,302,70%,13.8,239,1.44,0.32,0.28,0.32,-394,-8,-422,0%,0%,0,-
302,FUN k3y,DE ,4,75%,5.5,3.5,1.5,4.8,9.2,421,48.6%,17.6,492,1.48,0.41,0.4,0.14,-627,-6,-824,25%,25%,0,-
303,Fackstard,ES ,2,50%,3.3,0,2,6.5,6.9,299,62.5%,18.3,278,0.85,0.44,0.1,0.26,-1194,-19,-811,50%,0%,0,-
304,Faisal,CA ,7,71.4%,7.1,5.1,1.6,6,8,421,59.6%,23,547,0.79,0.33,0.1,0.08,314,-2,317,42.9%,0%,0,4
305,FakeGod,US ,6,83.3%,5.9,2.7,1.2,4.2,8.6,413,40.9%,19.8,504,0.78,0.31,0.09,0.15,218,6,348,0%,0%,0,3
306,Faker,KR ,10,80%,5.9,3.8,1.6,5.6,8.2,400,71.2%,25.4,585,1.14,0.44,0.22,0.21,165,3,-44,20%,0%,0,-
307,Fallen,MK ,2,0%,2.6,1,2.5,5.5,6.6,336,88.5%,23.6,396,1.17,0.15,0.28,0.17,-489,-2,-146,0%,0%,0,-
308,Falleo,HR ,3,33.3%,5.3,1.7,1,3.7,7.5,374,52.5%,21.1,378,1.16,0.42,0.15,0.18,372,5,519,0%,0%,0,1
309,FatihCan,TR ,2,50%,2.6,1,2.5,5.5,8.3,375,62.5%,21.5,458,0.82,0.31,0.23,0.09,-748,-2,82,50%,0%,0,-
310,Febiven,NL ,4,50%,3.4,3,3,7.3,7.7,388,56.8%,25.8,655,1.09,0.47,0.18,0.13,206,1,-74,0%,0%,0,-
311,Fede,ES ,4,75%,9.8,5,1.3,7.3,9.3,449,83.3%,32.7,800,1.24,0.42,0.29,0.12,-18,3,309,25%,0%,0,-
312,Feedarias,PT ,2,100%,4.5,3.5,3,10,1.4,280,53.1%,7.3,215,3.47,1.74,0.66,0.39,621,15,368,0%,0%,0,-
313,Feisty,KR ,9,66.7%,4.9,3.9,1.9,5.4,8.7,412,74.8%,30.7,640,1.03,0.36,0.26,0.22,682,14,314,11.1%,11.1%,0,-
314,Fendras,ES ,4,50%,4.6,0.5,2,8.8,0.6,217,85.1%,7.8,158,1.91,1.12,0.11,0.2,-447,1,-152,0%,0%,0,-
315,Ferret,TR ,4,25%,3.2,3.5,2.3,3.8,5.2,330,59.8%,16.6,318,1.76,0.29,0.39,0.35,466,4,424,25%,0%,0,-
316,Fikus,RS ,3,0%,0.7,0.7,3,1.3,7.7,310,26.7%,16.8,287,0.91,0.36,0.06,0.1,-880,-20,-698,0%,0%,0,1
317,Finn,SE ,5,0%,0.8,1.4,3.8,1.6,6.5,320,41.2%,21.9,436,1.11,0.54,0.13,0.21,-244,-14,-373,20%,0%,0,2
318,FireRain,KR ,2,100%,21,1.5,0.5,9,9.4,425,66.2%,19.9,368,1,0.26,0.15,0.18,-424,-6,-467,50%,0%,0,-
319,Flakked,ES ,5,60%,10.4,4.4,1,6,9.6,458,69.8%,24.3,530,1.88,0.57,0.48,0.23,245,4,28,40%,0%,0,1
320,Flamer,DE ,4,25%,3.1,2.3,2,4,8.8,394,55.7%,20.6,495,0.74,0.27,0.15,0.11,604,9,518,0%,25%,0,1
321,Flawed,NL ,2,0%,2.7,1.5,3.5,8,5.7,320,86.2%,18.1,370,1.47,0.17,0.37,0.17,-94,4,188,0%,0%,0,-
322,Fleshy,TR ,2,0%,4,0.5,0.5,1.5,1,210,62.5%,8.7,141,3.9,2.17,0.57,0.31,88,10,-496,50%,0%,0,-
323,Flowing,SE ,2,0%,0.9,1.5,5.5,3.5,4.2,288,61.8%,11,210,1.05,0.1,0.18,0.15,-1030,-8,-500,0%,0%,0,-
324,FoFo,TW ,2,100%,18,3.5,0.5,5.5,8.8,415,72.9%,20.1,440,-,-,-,-,-,-,-,-,-,-,-
325,Focus,KR ,2,0%,1.5,0.5,2,2.5,8.7,354,53.3%,27,472,1.55,0.77,0.4,0.03,-683,-28,-275,0%,0%,0,-
326,Forest,KR ,10,80%,3.4,2.8,2.5,5.8,5.9,369,69.8%,22.1,540,2.53,0.64,0.71,0.27,360,10,274,30%,10%,0,1
327,Forsaken1,IT ,2,50%,5,4,1.5,3.5,7.6,399,63.1%,20.6,459,1.13,0.46,0.16,0.24,66,10,706,0%,0%,0,-
328,Frapi,FR ,4,100%,4.8,2.5,2,7,9.4,442,54.3%,22.5,430,0.86,0.32,0.17,0.12,56,4,510,25%,0%,0,-
329,Fred,PT ,2,50%,3.8,4,2,3.5,9,405,92.3%,24.7,512,1.06,0.37,0.29,0.11,214,10,578,0%,0%,0,-
330,Fresskowy,PL ,5,80%,7.8,4.6,1.2,4.8,10,453,58.1%,25.1,507,1.26,0.42,0.19,0.14,-152,6,-84,0%,0%,0,2
331,Frim,KR ,8,0%,0.8,1.1,3.8,1.8,7.7,328,44.7%,22.3,362,0.93,0.4,0.13,0.25,-545,-6,-450,25%,25%,0,2
332,Frost,HU ,3,0%,1.3,0.7,4.7,5.3,4.9,297,71.4%,19.2,351,1.1,0.17,0.34,0.17,4,1,-94,66.7%,0%,0,-
333,Frostsize,BG ,6,50%,5,5.7,2.3,6,9.3,438,68.8%,26.9,651,1.23,0.42,0.23,0.13,236,25,602,33.3%,33.3%,0,1
334,Frygo,PL ,5,80%,4,3.8,2.8,7.4,8.7,419,53.6%,25,626,1.18,0.25,0.25,0.14,-131,2,523,40%,20%,0,1
335,Fudge,AU ,2,100%,19.5,7,1,12.5,7.8,471,79.6%,29.6,940,0.85,0.42,0.03,0.19,1378,10,627,100%,0%,0,3
336,Funja,RS ,3,0%,1.2,2,3,1.7,9.4,378,77.8%,32.8,500,0.89,0.37,0.15,0.13,-552,-2,-39,33.3%,33.3%,0,-
337,Furuy,NL ,2,100%,6.3,1,1.5,8.5,7.9,371,47.9%,18.1,437,0.93,0.35,0.11,0.11,534,7,72,0%,0%,0,1
338,Fuuu,BR ,2,50%,6.3,7,1.5,2.5,8.5,423,73.3%,26.2,618,0.94,0.28,0.26,0.13,800,6,562,50%,0%,0,-
339,GALA,CN ,4,50%,2.6,3.8,2.5,2.8,9.7,422,54%,22.4,445,-,-,-,-,-,-,-,-,-,-,-
340,GIDEON,KR ,4,100%,5.1,3.3,2.3,8.3,6,379,51.4%,13.4,361,-,-,-,-,-,-,-,-,-,-,-
341,GODZILLA,FR ,6,100%,11.5,5.2,1,6.3,7.3,414,68.6%,26.8,608,1.6,0.57,0.17,0.13,-124,-19,-209,16.7%,0%,0,5
342,Gaarfield,RO ,5,60%,3.7,0.6,2.8,9.8,0.5,226,69%,7.7,179,2.38,1.31,0.22,0.26,-208,-1,-118,0%,0%,0,-
343,Gabbo,IT ,5,60%,3.1,4.8,2.8,3.8,7.5,399,62.7%,26.9,557,1.06,0.4,0.16,0.09,-44,-4,-103,20%,0%,0,2
344,Gajo,PT ,2,0%,1.8,2,4,5,0.6,231,60%,8.2,164,2.31,1.47,0.3,0.22,39,-8,-160,0%,50%,0,-
345,Galaxy,PT ,2,100%,4.1,9.5,3.5,5,8.3,454,54.9%,25.8,783,0.86,0.4,0.12,0.14,42,-2,-272,0%,50%,0,-
346,Gamin,KR ,8,0%,1.6,1.4,2.4,2.5,8.8,368,67.2%,24.8,415,1.12,0.34,0.35,0.06,-496,-12,-91,12.5%,37.5%,0,-
347,Gamsu,KR ,6,33.3%,1.4,2.2,4.3,3.8,7.9,385,47.9%,24.4,556,0.99,0.34,0.15,0.09,-367,-12,-642,0%,16.7%,0,3
